File,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
173,0,1,7,3,0,0.64,0,88,2,0,2,1,19.4444444444444,0,2.55555555555556,1,1,0.818181818181818,0,6,0.5,0,6,3,True
174,0,1,1,5,0,0.72,0,95,1,1,9,2,10.921568627451,0,4.37254901960784,1,1,0.679245283018868,0,253,0.454545454545455,0,3,6,True
175,0,1,0,0,0,1.61,0,100,1,0,3,1,0.0,0,1.0,1,0,0.0,0,37,0.439024390243902,4,5,9,True
176,0,1,0,3,0,0.82,0,54,1,0,2,2,3.3125,1,2.5625,1,1,0.65,0,0,1.0,0,1,0,False
177,0,1,8,4,0,0.57,0,89,2,2,11,2,19.7173913043478,2,4.23913043478261,1,1,0.5625,0,8,0.714285714285714,0,3,5,True
178,0,1,0,2,0,0.85,0,62,1,0,3,2,10.5,2,2.3,1,1,0.5,0,0,1.0,0,2,0,False
179,0,1,2,1,0,0.69,0,65,1,0,0,2,4.57894736842105,1,3.21052631578947,1,1,0.380952380952381,0,5,1.0,0,4,3,False
180,0,1,0,0,0,0.49,0,60,2,0,2,2,3.125,1,3.0,1,1,0.222222222222222,0,0,0.0,0,3,1,False
181,0,1,0,3,0,0.61,0,80,2,0,3,2,3.35185185185185,0,3.24074074074074,1,1,0.333333333333333,0,52,0.4,0,4,2,True
182,0,1,3,6,4,0.81,0,95,1,1,6,2,13.9666666666667,2,4.48333333333333,1,1,0.693548387096774,0,158,0.375,0,3,8,False
183,0,1,0,3,0,2.29,0,100,2,0,0,1,2.0,0,1.0,1,1,0.0,0,0,1.0,0,1,1,False
184,1,1,0,0,0,1.91,0,0,1,1,1,1,4.0,4,2.0,2,2,1.2,0,0,1.0,0,1,2,False
185,0,1,1,1,0,0.82,0,19,2,0,0,1,2.4,2,1.4,1,1,0.428571428571429,0,3,1.0,0,1,0,False
186,0,1,0,0,0,0.67,0,0,2,0,0,1,3.16666666666667,2,1.33333333333333,1,1,0.375,0,0,1.0,0,1,0,False
187,0,1,0,1,9,0.2,0,100,2,4,5,2,4.4,0,3.5,0,1,1.15384615384615,0,297,0.625,0,1,0,False
188,4,1,0,4,1,0.74,1,62,1,2,2,1,7.8,3,4.4,1,1,0.428571428571429,0,112,0.4,0,1,0,False
189,0,1,0,0,2,0.31,0,0,2,0,4,2,2.28571428571429,0,4.85714285714286,1,1,0.3,0,99,0.625,0,1,0,False
190,0,1,0,6,0,3.83,0,0,0,1,1,0,2.46153846153846,1,0.769230769230769,0,1,0.0,0,169,0.625,0,1,0,False
191,0,1,5,3,0,0.72,0,89,1,0,6,1,4.33333333333333,2,2.83333333333333,1,0,0.642857142857143,0,19,0.75,0,1,0,False
192,1,1,0,4,5,0.2,4,67,2,0,7,2,7.07142857142857,0,6.92857142857143,1,1,0.947368421052632,0,537,0.625,0,1,0,False
193,0,1,1,2,0,0.47,0,81,1,0,3,2,3.0,0,3.66666666666667,0,1,0.777777777777778,0,386,0.625,0,1,0,False
194,0,1,0,0,0,2.71,0,100,2,0,0,1,2.0,2,1.0,1,1,0.0,0,28,0.4,0,1,0,False
195,1,1,0,3,5,0.23,3,77,2,0,7,2,6.8125,0,5.9375,1,1,0.904761904761905,0,507,0.625,0,1,0,False
196,0,1,0,0,2,0.24,1,0,2,0,5,2,3.44444444444444,0,6.22222222222222,1,1,0.75,0,203,0.625,0,1,0,False
197,0,2,0,1,1,0.32,1,60,3,0,5,2,3.5,0,3.65,1,1,1.17391304347826,0,20,0.428571428571429,0,2,3,True
198,0,1,0,0,0,0.57,0,53,1,1,1,5,1.78571428571429,0,1.78571428571429,0,1,0.0,0,0,1.0,0,1,1,False
199,6,1,13,3,0,0.3,0,86,2,0,55,4,5.20689655172414,0,4.93103448275862,1,1,0.8125,0,40,0.454545454545455,0,4,7,True
200,0,1,0,4,0,10.25,0,0,0,25,0,0,5.0,5,1.0,1,1,0.0,0,0,1.0,0,2,1,False
201,1,1,0,1,5,0.41,0,93,2,2,13,2,2.65625,0,2.5,1,1,0.368421052631579,0,66,0.571428571428571,0,3,3,False
202,0,1,2,3,6,0.58,0,85,2,2,12,2,6.36363636363636,1,3.81818181818182,0,1,0.769230769230769,0,62,0.272727272727273,0,1,5,False
203,0,1,0,5,0,4.68,0,0,0,5,3,0,3.23076923076923,1,0.769230769230769,0,1,0.0,0,31,0.5,0,4,0,False
204,0,1,2,3,0,0.84,0,62,1,0,0,3,3.05,1,2.2,1,1,0.363636363636364,0,0,0.5,0,1,0,False
205,0,1,0,1,0,0.69,0,41,1,0,4,2,7.0,2,2.25,1,1,0.3,0,18,0.6,0,2,0,False
206,0,1,3,1,0,0.67,0,94,2,1,2,1,3.47368421052632,0,2.05263157894737,0,0,0.434782608695652,0,19,0.4,0,3,0,False
207,0,1,0,1,0,0.46,0,61,2,0,0,1,2.7,0,2.7,1,1,0.583333333333333,0,0,1.0,0,1,0,False
208,0,1,0,4,0,4.36,0,0,1,5,3,1,1.2,1,0.8,0,1,0.0,0,0,1.0,0,2,0,False
209,0,1,0,5,0,4.33,0,0,1,2,0,2,1.0,1,1.0,1,1,0.0,0,0,1.0,0,1,0,False
210,1,1,1,4,0,0.82,0,87,1,0,9,1,11.0555555555556,2,3.44444444444444,1,1,0.2,0,10,0.4,0,2,1,False
211,0,1,0,0,0,0.77,0,100,1,1,5,3,4.0,0,2.0,1,0,0.384615384615385,0,22,0.333333333333333,0,2,2,False
212,0,1,0,4,0,1.33,0,40,1,0,1,2,4.0,1,3.4,1,1,1.42857142857143,0,3,0.5,0,2,1,False
213,0,1,2,0,0,0.42,0,92,1,0,0,1,4.625,0,2.79166666666667,1,1,0.230769230769231,0,1,0.5,0,2,0,False
214,5,2,6,12,0,0.88,1,75,1,0,4,1,6.5,2,5.16666666666667,1,1,1.5,0,0,1.0,0,1,0,False
215,8,1,3,1,0,0.23,0,100,2,4,2,1,3.84,0,2.76,1,0,1.06060606060606,0,23,0.8,0,2,2,True
216,0,1,0,0,0,0.37,0,46,1,0,5,3,3.06666666666667,1,3.4,1,1,0.411764705882353,0,16,0.5,0,2,1,False
217,6,1,9,1,0,0.37,0,89,1,0,6,1,5.18181818181818,2,2.56818181818182,0,1,0.434782608695652,0,42,0.5,0,2,0,False
218,37,1,25,1,1,0.6,0,96,2,2,22,3,5.90140845070423,0,1.88732394366197,0,1,0.243589743589744,0,235,0.35,0,5,5,True
219,30,1,4,5,5,0.63,1,100,2,2,12,2,7.31868131868132,0,3.93406593406593,0,0,0.59047619047619,0,1199,0.571428571428571,0,3,2,True
220,7,1,3,7,0,0.82,1,82,2,0,8,2,6.15384615384615,0,3.92307692307692,0,1,0.807017543859649,0,61,0.375,0,1,4,True
221,0,1,0,5,0,3.22,0,0,0,2,4,0,2.14285714285714,1,0.857142857142857,0,1,0.0,0,121,0.571428571428571,0,1,1,False
222,0,1,1,2,0,0.3,0,50,1,0,12,2,5.61538461538461,2,4.30769230769231,1,1,0.8,0,406,0.666666666666667,0,2,0,True
223,1,2,1,1,0,0.13,1,66,1,0,19,1,7.07692307692308,2,9.69230769230769,1,1,1.64705882352941,0,11,0.428571428571429,0,3,3,True
224,1,2,0,3,5,0.31,1,87,3,1,20,1,5.25,0,6.6875,0,1,1.05555555555556,0,611,0.428571428571429,0,2,5,True
225,0,2,0,3,8,0.34,1,90,3,2,28,1,5.43137254901961,0,6.70588235294118,1,1,1.0,0,935,0.5,0,3,4,True
226,0,1,0,6,0,6.1,0,0,0,2,2,0,8.33333333333333,1,1.0,1,1,0.0,0,0,1.0,0,2,0,False
227,1,1,1,7,1,0.65,0,88,3,0,19,1,6.0,0,6.11111111111111,0,1,0.714285714285714,0,329,0.538461538461538,0,1,4,False
228,1,1,0,4,1,0.42,1,85,3,0,22,2,6.19047619047619,1,6.71428571428571,1,1,0.76,0,384,0.588235294117647,0,3,3,True
229,5,1,0,6,0,6.0,0,0,0,2,1,0,1.0,1,0.6,0,1,0.0,0,0,1.0,0,1,1,False
230,0,1,0,2,0,2.27,0,100,2,0,0,1,1.0,0,1.0,1,1,0.0,0,0,0.5,0,1,0,False
231,4,1,1,2,2,0.45,0,91,2,0,18,3,4.76595744680851,1,4.31914893617021,1,1,0.711538461538462,0,90,0.411764705882353,0,2,6,False
232,0,1,0,0,0,0.43,0,100,1,0,5,2,0.777777777777778,0,1.33333333333333,0,1,0.272727272727273,0,74,0.571428571428571,0,1,1,False
233,0,1,0,0,0,0.34,0,100,2,0,2,1,1.3,0,1.6,1,1,0.214285714285714,0,0,0.666666666666667,0,1,0,True
234,1,1,0,0,0,0.43,0,77,2,0,4,2,1.5625,0,1.5625,0,1,0.210526315789474,0,27,0.5,0,5,1,False
235,0,1,0,1,0,0.35,0,76,1,0,9,3,4.04761904761905,0,4.71428571428571,1,1,0.538461538461538,0,26,0.5,0,2,2,True
236,7,1,0,0,0,0.46,0,66,1,0,2,2,3.77777777777778,1,3.66666666666667,1,1,0.727272727272727,0,0,1.0,0,2,0,False
237,3,1,0,2,0,0.45,0,85,2,0,7,4,3.44827586206897,0,3.24137931034483,1,1,0.727272727272727,0,21,0.5,0,2,2,False
238,2,1,0,6,0,5.67,0,0,0,1,2,0,1.0,1,0.0,0,1,0.0,0,2,0.5,0,2,0,False
239,0,1,1,3,0,0.76,0,50,2,0,1,2,6.80952380952381,1,2.23809523809524,1,1,0.5,0,0,1.0,0,3,2,False
240,0,1,2,2,0,0.97,0,100,1,0,3,2,3.41666666666667,0,2.5,1,0,0.266666666666667,0,3,0.5,0,2,2,False
241,0,1,0,4,0,1.18,0,45,1,0,1,2,5.0,1,2.21428571428571,1,1,0.4375,0,0,1.0,0,3,0,False
242,0,1,0,8,0,7.5,0,0,0,2,0,0,3.0,3,1.0,1,1,0.0,0,0,1.0,0,1,0,False
243,0,1,0,1,0,0.91,0,28,1,1,1,2,2.57142857142857,0,1.42857142857143,1,1,0.333333333333333,0,77,0.666666666666667,0,2,1,False
244,0,0,0,0,0,8.5,0,0,1,29,0,1,0.0,0,0.0,0,0,0.0,0,0,1.0,0,1,1,False
245,0,1,0,5,0,5.4,0,0,0,1,0,0,0.666666666666667,0,0.333333333333333,0,1,0.0,0,0,1.0,0,2,0,False
246,0,1,0,0,0,0.49,0,38,1,0,5,2,5.25,2,5.25,1,1,0.0,0,22,1.0,0,2,0,False
247,11,1,6,4,21,0.51,0,93,2,1,11,1,4.86206896551724,1,4.67241379310345,1,1,0.835820895522388,0,203,0.833333333333333,0,5,2,True
248,1,1,14,4,1,0.81,0,86,3,0,7,2,4.75,0,2.83333333333333,1,1,0.448275862068966,0,48,0.4,0,5,2,True
249,0,1,0,5,0,6.75,0,0,0,1,0,0,3.0,3,1.0,1,1,0.0,0,0,1.0,0,2,0,False
250,0,1,1,4,0,0.75,0,94,1,0,4,2,4.09090909090909,2,3.0,1,1,1.53846153846154,0,14,0.8,0,3,3,False
251,0,1,0,0,0,1.15,1,0,2,0,0,1,2.5,2,2.5,1,1,0.75,0,1,1.0,0,2,0,False
252,9,2,6,3,12,0.29,0,93,2,2,12,2,5.34177215189873,0,6.21518987341772,1,1,1.37931034482759,0,156,0.625,0,3,4,False
253,0,1,0,6,0,3.98,0,100,1,1,5,1,1.21739130434783,0,0.347826086956522,0,1,0.0,0,73,0.428571428571429,0,7,5,False
254,0,1,0,7,0,2.68,0,100,1,1,1,1,1.0,1,0.333333333333333,0,1,0.0,0,78,1.0,0,6,2,False
255,5,1,0,8,0,3.36,0,100,1,1,20,3,1.20833333333333,0,0.708333333333333,0,1,0.0,0,632,0.444444444444444,0,6,6,True
256,1,1,0,1,1,0.34,0,68,2,1,3,2,4.21428571428571,0,3.5,1,1,0.6875,0,20,1.0,0,2,1,False
257,5,1,7,4,0,0.66,0,76,1,0,2,2,3.33333333333333,0,3.2,1,1,0.684210526315789,0,0,1.0,0,1,0,False
258,0,1,6,1,1,0.66,0,63,1,0,1,2,2.41666666666667,0,2.58333333333333,1,1,0.333333333333333,0,1,1.0,0,1,1,False
259,4,1,4,0,0,1.16,0,50,1,0,0,1,2.2,0,1.0,1,1,0.0,0,0,1.0,0,1,0,False
260,4,1,0,1,0,1.0,0,0,0,2,3,0,1.0,1,0.75,0,1,0.0,0,8,1.0,0,2,1,False
261,12,1,0,1,0,1.52,0,0,0,1,4,0,1.83333333333333,0,0.333333333333333,0,1,0.0,0,10,0.333333333333333,0,3,1,False
262,0,1,0,0,0,2.71,0,0,2,0,0,1,2.0,2,1.0,1,1,0.0,0,0,1.0,0,2,0,False
263,0,1,0,0,0,2.0,0,91,1,0,0,1,0.333333333333333,0,1.33333333333333,1,0,0.0,0,0,1.0,0,1,0,False
264,0,1,0,8,0,3.9,0,0,0,8,1,0,2.5,1,1.0,1,1,0.0,0,0,1.0,0,2,0,False
265,0,1,2,4,6,0.32,0,80,2,0,15,2,7.0625,0,7.5625,1,1,1.28571428571429,0,69,0.714285714285714,0,2,2,False
266,12,1,29,4,5,0.77,0,97,3,2,12,3,11.1951219512195,0,3.05487804878049,1,0,0.293785310734463,0,312,0.4,0,3,7,True
267,0,1,4,3,0,0.56,0,86,1,0,13,2,4.4,0,4.06666666666667,1,1,0.823529411764706,0,17,0.333333333333333,0,2,4,False
268,0,1,1,4,0,2.25,0,0,1,0,1,1,4.0,4,3.0,3,1,1.0,0,0,0.0,0,2,0,False
269,0,2,1,7,2,0.76,0,60,2,0,6,2,4.2,2,4.8,2,1,2.28571428571429,0,0,0.0,0,1,0,False
270,0,3,0,2,0,0.63,0,0,1,0,8,2,6.5,6,7.5,6,4,1.66666666666667,0,0,0.0,0,1,1,False
271,0,1,1,6,0,1.52,0,0,2,0,3,2,2.66666666666667,0,1.0,1,1,0.0,0,0,0.0,0,1,0,False
272,0,1,0,8,0,1.2,1,100,2,0,1,2,3.0,3,3.0,3,2,1.0,1,0,0.0,0,1,0,False
273,0,0,0,0,0,107.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,2,0,False
274,1,1,2,2,0,0.65,0,100,2,0,5,2,1.33333333333333,0,2.44444444444444,0,0,0.538461538461538,0,0,0.0,0,1,1,False
275,0,1,0,1,0,0.61,1,25,2,0,3,2,4.0,3,7.5,5,4,1.0,1,0,0.0,0,1,1,False
276,0,1,0,6,5,1.13,0,65,1,1,6,2,2.71428571428571,1,3.0,1,1,0.444444444444444,0,0,0.0,0,1,1,False
277,0,0,0,0,0,2.89,0,0,2,4,0,1,0.0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,False
278,0,1,12,8,0,0.92,0,0,1,0,9,1,4.75,2,5.16666666666667,1,1,0.857142857142857,0,0,1.0,0,3,1,False
279,0,1,0,1,0,0.56,0,25,2,0,3,2,2.2,1,2.6,1,1,0.5,0,0,0.0,0,1,1,False
280,0,1,0,3,0,1.33,0,0,1,0,5,2,2.53846153846154,1,1.46153846153846,1,1,0.0,0,0,0.0,0,1,0,False
281,1,1,0,3,0,0.59,0,83,1,0,10,1,2.78571428571429,0,2.5,1,1,0.5,0,29,0.5,0,1,2,False
282,0,0,0,0,0,2.5,0,0,2,1,0,1,0.0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,False
283,0,1,0,1,0,0.56,0,58,1,0,2,3,2.08333333333333,0,2.16666666666667,1,1,0.0,0,0,0.0,0,1,0,False
284,0,1,4,3,0,0.45,0,100,3,0,15,1,3.25,0,6.75,1,0,1.07142857142857,0,20,0.666666666666667,0,1,0,False
285,0,5,4,4,0,0.24,2,52,1,0,7,1,6.25,1,11.25,2,2,2.33333333333333,1,2,0.5,0,3,1,False
286,0,1,1,4,0,1.08,0,0,1,0,8,1,11.0,11,3.0,3,1,0.0,0,0,0.5,0,4,0,False
287,0,1,5,5,0,0.5,0,73,3,0,13,1,4.66666666666667,2,7.16666666666667,2,1,0.888888888888889,0,2,0.666666666666667,0,2,1,False
288,0,2,1,8,2,0.93,0,66,3,0,7,2,3.83333333333333,1,4.33333333333333,1,1,2.0,0,0,1.0,0,1,1,False
289,2,2,4,5,0,0.46,0,83,2,3,5,2,3.3125,1,7.625,1,1,1.22857142857143,0,0,0.0,0,2,0,False
290,9,1,2,3,0,0.67,0,83,2,4,8,2,3.45833333333333,0,3.375,1,1,0.432432432432432,0,0,0.0,0,1,0,False
291,2,1,6,7,0,0.42,2,85,2,0,16,2,6.16666666666667,1,9.25,2,1,1.25,0,33,0.375,0,3,3,True
292,0,1,0,0,0,0.21,0,66,2,0,7,2,2.57894736842105,0,3.63157894736842,1,1,0.956521739130435,0,0,1.0,0,1,0,False
293,0,2,0,10,0,1.05,0,33,2,0,8,2,5.0,1,5.66666666666667,1,1,1.42857142857143,0,5,1.0,0,2,0,False
294,0,1,1,9,0,2.16,0,0,3,0,4,1,4.0,3,1.0,1,1,0.0,0,0,1.0,0,1,0,False
295,0,1,0,14,0,3.24,0,100,3,0,0,1,3.0,3,1.0,1,2,1.0,1,0,1.0,0,1,0,False
296,0,1,6,5,0,0.49,0,72,3,0,11,1,4.0,1,6.54545454545455,2,1,1.8,0,56,0.8,0,2,1,False
297,2,1,6,1,0,0.27,0,100,2,0,14,1,5.10526315789474,2,4.78947368421053,1,1,0.791666666666667,0,87,0.5,0,3,1,False
298,0,1,0,0,1,1.24,0,0,2,0,2,1,4.0,4,5.0,5,6,2.0,2,0,1.0,0,1,0,False
299,2,2,5,3,4,0.27,2,87,2,4,30,2,5.08695652173913,1,9.04347826086956,1,1,1.17241379310345,0,66,0.5,0,3,5,True
300,1,1,0,3,0,0.81,0,77,2,0,6,1,2.28571428571429,0,4.0,0,1,0.5,0,0,1.0,0,2,0,False
301,1,1,4,1,0,0.29,0,73,3,0,4,2,2.35,0,3.05,0,1,0.375,0,12,0.25,0,2,1,True
302,0,0,0,0,0,148.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,1,1.0,0,2,0,False
303,0,1,0,4,1,0.65,1,0,2,0,4,1,4.0,4,14.0,14,25,4.0,4,2,0.333333333333333,0,2,1,False
304,0,2,4,2,1,0.27,0,100,3,0,10,2,4.0,0,6.8,1,0,1.41176470588235,0,9,1.0,0,2,0,False
305,0,2,4,4,0,0.61,0,100,3,0,8,1,2.0,0,5.28571428571429,1,0,0.909090909090909,0,12,0.333333333333333,0,3,2,False
306,2,1,5,0,0,0.4,0,78,2,0,3,2,4.75,1,4.0,1,1,0.727272727272727,0,0,1.0,0,2,0,False
307,0,1,3,8,0,0.77,2,78,3,0,5,2,6.0,1,6.0,1,1,1.71428571428571,0,2,0.666666666666667,0,3,1,False
308,0,1,0,7,4,0.92,0,74,2,1,7,1,2.55555555555556,1,4.77777777777778,1,1,1.09090909090909,0,13,0.25,0,3,3,True
309,0,0,0,0,0,3.86,0,0,2,13,0,1,0.0,0,0.0,0,0,0.0,0,0,1.0,0,1,0,False
310,2,1,20,12,0,1.01,0,85,1,0,11,1,6.4,2,5.4,1,1,1.0,0,2,0.333333333333333,0,5,2,True
311,0,1,0,0,0,0.85,0,0,2,0,0,1,0.0,0,0.166666666666667,0,1,0.0,0,0,1.0,0,1,0,False
312,0,1,0,5,0,0.92,0,75,2,0,6,2,2.5,0,3.0,0,1,0.615384615384615,0,1,1.0,0,4,0,False
313,0,1,0,6,0,1.73,0,0,2,0,5,1,1.77777777777778,1,1.44444444444444,1,1,0.0,0,0,1.0,0,1,1,False
314,0,1,0,6,0,0.67,0,80,1,0,10,1,4.54545454545455,1,4.45454545454545,1,1,0.769230769230769,0,27,0.333333333333333,0,2,2,False
315,0,0,0,0,0,7.2,0,0,2,1,0,1,0.0,0,0.0,0,0,0.0,0,0,1.0,0,1,0,False
316,0,1,0,4,0,1.02,0,50,2,0,2,3,2.57142857142857,0,2.21428571428571,1,1,0.1875,0,0,1.0,0,2,0,False
317,0,2,0,2,2,0.38,1,62,2,1,9,1,4.14285714285714,1,6.0,1,1,1.22222222222222,0,37,1.0,0,1,0,False
318,1,2,1,3,0,0.32,0,80,2,0,11,2,4.4,1,7.5,1,1,2.35714285714286,0,0,1.0,0,1,0,False
319,2,2,0,8,0,0.63,0,50,2,0,8,1,6.71428571428571,4,6.28571428571429,3,1,2.3,0,123,0.5,0,1,3,True
320,0,1,0,0,0,1.56,0,0,1,0,2,2,2.5,2,2.5,2,1,0.0,0,0,1.0,0,1,0,True
321,32,2,0,5,7,0.45,0,100,3,1,45,2,5.74496644295302,0,5.65771812080537,1,0,0.9875,0,541,0.403846153846154,4,3,7,True
322,0,1,0,2,6,0.93,0,55,1,4,2,2,2.6,1,3.2,0,1,0.461538461538462,0,0,1.0,0,2,0,False
323,0,1,0,2,3,0.67,0,66,2,0,4,2,1.83333333333333,0,3.5,1,1,0.0,0,2,1.0,0,2,1,False
324,5,2,1,5,2,0.51,0,66,3,0,21,2,3.73333333333333,1,5.73333333333333,1,1,0.95,0,5,0.6,0,1,3,True
325,2,1,0,0,0,0.59,0,52,1,0,1,2,2.16666666666667,0,2.0,0,1,0.111111111111111,0,0,1.0,0,3,0,False
326,1,3,0,11,0,0.59,1,79,1,0,14,2,2.84210526315789,1,6.15789473684211,1,1,1.16666666666667,0,10,0.333333333333333,0,1,3,False
327,1,1,0,0,0,0.48,0,87,2,0,6,2,2.11111111111111,0,3.33333333333333,1,0,0.769230769230769,0,1,1.0,0,1,2,False
328,0,1,0,4,0,0.3,2,40,2,0,16,1,8.0,2,12.25,4,2,1.66666666666667,1,5,0.6,0,1,0,False
329,0,2,0,2,1,0.43,0,66,3,0,12,1,4.0,2,9.33333333333333,3,1,2.0,0,13,0.571428571428571,0,1,2,True
330,1,2,0,1,2,0.31,0,33,2,0,11,2,4.625,1,5.5,1,1,1.5,0,0,0.5,0,2,1,False
331,1,2,0,1,2,0.28,0,50,2,0,11,2,4.7,1,5.9,1,1,1.35714285714286,0,1,0.666666666666667,0,3,0,False
332,2,1,0,0,0,0.68,0,50,3,0,4,1,2.5,1,3.0,1,1,0.5,0,0,1.0,0,2,0,False
333,0,1,0,1,1,0.69,0,33,3,0,5,1,3.0,2,4.0,2,1,0.6,0,8,0.5,0,2,1,False
334,1,1,0,0,0,0.23,0,87,2,0,10,2,3.36363636363636,0,4.27272727272727,1,0,0.714285714285714,0,17,0.666666666666667,0,2,3,False
335,6,2,4,7,0,0.49,0,76,2,1,19,2,4.8125,1,7.5625,1,1,1.42105263157895,0,55,0.5,0,3,2,True
336,0,1,0,1,0,0.38,0,50,2,0,9,2,4.75,1,6.5,1,1,1.16666666666667,0,1,1.0,0,3,0,False
337,0,1,0,0,1,0.57,0,0,3,0,8,1,3.66666666666667,3,6.33333333333333,4,1,0.8,0,7,0.5,0,1,1,False
338,0,1,0,0,1,0.69,0,0,3,0,7,1,3.66666666666667,3,5.33333333333333,4,1,0.6,0,7,0.5,0,1,0,False
339,2,2,0,1,1,0.25,0,57,2,5,15,1,6.14285714285714,1,7.57142857142857,0,1,1.77777777777778,0,166,0.4,0,2,1,False
340,0,1,0,0,1,0.62,0,0,3,0,7,1,3.66666666666667,3,5.66666666666667,4,1,0.6,0,7,0.5,0,1,0,False
341,0,1,0,3,0,4.5,0,0,0,3,1,0,2.0,2,1.0,1,1,0.0,0,0,1.0,0,2,0,False
342,5,1,6,3,3,0.32,0,100,2,2,78,5,5.3936170212766,0,5.58510638297872,1,0,0.823529411764706,0,639,0.295081967213115,4,4,11,True
343,1,2,1,0,1,0.16,0,71,3,0,12,1,2.6,1,6.3,1,1,1.46153846153846,0,3,1.0,0,2,3,False
344,0,1,0,5,0,4.44,0,0,2,1,3,1,1.42857142857143,1,0.714285714285714,0,1,0.0,0,2,0.5,0,1,2,False
345,0,1,1,6,0,2.33,2,0,1,0,3,1,8.0,8,3.0,3,1,0.0,0,1,0.5,0,2,0,False
346,0,2,1,3,1,0.49,0,53,3,0,6,1,4.66666666666667,3,5.33333333333333,3,1,2.625,0,2,1.0,0,2,2,True
