File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
483,6,7,2,0,0,2,1,0,12,6,0.37,1,84,1,0,7,1,4.73684210526316,1,1,1,1.19047619047619,1.0,0,4,5,True
484,4,4,2,1,0,2,1,0,14,0,0.51,2,73,1,0,5,1,9.875,6,2,1,1.1,1.0,0,4,3,True
485,0,3,1,0,0,9,1,0,0,1,6.1,0,0,1,6,0,1,10.0,5,1,1,0.0,1.0,0,7,1,False
486,0,0,1,0,0,7,1,0,0,2,8.5,0,0,1,2,1,1,6.0,6,1,1,0.0,0.0,0,3,0,False
487,0,3,1,0,0,0,1,0,5,10,0.33,0,72,1,0,1,1,2.76923076923077,0,1,1,0.2,0.0,0,1,0,False
488,0,0,1,0,0,0,1,0,0,1,1.05,0,0,1,0,1,2,2.0,2,5,3,2.0,0.0,0,1,0,False
489,0,0,1,0,0,6,1,2,2,5,2.91,0,71,1,5,1,1,2.42857142857143,0,0,1,0.0,1.0,0,1,0,False
490,0,0,2,1,0,1,1,0,2,8,1.0,0,58,1,0,0,1,3.0,0,1,1,0.3,0.0,0,3,0,False
491,4,7,1,4,0,4,2,1,16,5,0.32,1,75,2,0,11,2,7.35294117647059,1,1,1,1.95,0.75,0,4,4,True
492,0,1,1,0,0,6,1,0,4,2,0.29,7,8,1,0,9,1,9.0,7,2,1,3.6,1.0,0,4,1,True
493,1,0,1,0,1,1,1,0,0,1,2.71,0,0,1,0,0,1,0.0,0,1,1,0.8,0.0,0,2,0,False
494,0,12,1,0,0,5,1,0,0,0,5.33,0,0,0,1,0,0,1.66666666666667,0,0,1,0.4,0.0,0,2,0,False
495,1,0,1,0,0,0,1,0,6,13,0.4,0,70,1,0,0,2,2.07142857142857,0,1,1,0.5,0.0,0,2,2,False
496,0,0,1,0,3,11,1,6,2,5,1.03,0,63,2,0,8,1,6.45454545454545,3,2,1,2.23076923076923,1.0,0,2,5,False
497,0,0,2,0,0,7,1,1,5,4,0.63,0,56,2,0,1,1,7.4,2,2,1,1.57142857142857,1.0,0,1,1,False
498,15,0,2,12,5,4,4,9,37,42,0.32,0,100,2,5,31,2,7.28787878787879,0,0,1,1.2112676056338,1.0,0,4,7,True
499,0,0,0,0,0,0,1,0,37,0,0.01,0,0,0,2,0,0,0.0,0,0,0,0.0,0.0,0,2,1,True
500,27,0,5,8,1,0,1,1,11,7,0.0,0,87,1,0,3,2,4.88571428571429,1,1,1,1.64864864864865,1.0,0,3,3,True
501,0,0,1,0,1,7,1,0,8,2,2.74,0,93,1,0,0,1,1.5,1,1,1,0.75,0.0,0,1,0,False
502,0,0,1,4,2,4,1,2,1,4,0.67,0,96,2,0,0,1,3.5,0,1,1,1.125,1.0,0,1,1,False
503,1,0,1,3,0,0,2,0,2,11,0.65,0,66,2,0,2,2,5.75,1,1,1,0.333333333333333,0.0,0,6,1,False
504,0,0,1,2,6,3,4,1,5,32,0.58,0,83,2,2,11,2,8.48484848484848,0,1,1,0.789473684210526,0.5,0,6,3,True
505,1,3,1,2,0,1,5,1,25,13,0.21,1,91,2,0,6,1,4.66666666666667,0,1,1,0.916666666666667,0.0,0,4,2,False
506,8,4,1,1,0,3,5,1,14,17,0.56,0,80,2,0,12,2,2.76666666666667,0,1,1,0.694444444444444,1.0,0,4,3,False
507,1,0,1,0,0,0,1,0,2,6,0.61,0,57,3,0,2,1,1.71428571428571,1,1,1,0.444444444444444,0.0,0,1,0,False
508,0,0,1,0,0,1,1,0,2,5,0.74,0,40,2,2,1,1,3.0,1,1,1,0.571428571428571,0.0,0,4,0,False
509,0,0,1,0,0,3,1,1,1,5,1.5,0,50,2,0,0,1,4.66666666666667,0,1,1,0.375,1.0,0,2,0,False
510,2,0,1,0,0,1,2,0,5,8,0.38,0,62,2,1,2,2,3.7,0,1,1,0.538461538461538,1.0,0,3,1,False
511,0,0,1,0,0,0,3,1,7,20,0.29,0,61,2,0,9,2,2.0952380952381,0,0,1,0.2,1.0,0,1,2,False
512,0,0,2,0,0,1,1,0,5,10,0.57,0,42,2,0,3,1,3.4,1,1,1,0.416666666666667,1.0,0,1,2,False
513,0,0,1,0,0,1,1,0,0,6,1.1,0,0,2,11,0,1,1.33333333333333,1,1,1,0.0,0.0,0,2,0,False
514,0,0,1,0,0,1,2,1,4,18,0.54,0,50,2,0,9,2,4.47368421052632,0,1,1,1.0,1.0,0,1,3,False
515,4,0,2,0,0,2,1,0,4,7,0.48,0,63,2,0,2,1,3.18181818181818,0,1,1,1.38461538461538,0.0,0,1,0,False
516,1,0,2,0,0,5,1,2,8,9,0.76,0,69,2,1,3,1,3.5,1,1,1,1.78571428571429,0.0,0,2,1,False
517,0,1,3,0,0,4,1,1,0,0,0.83,1,0,3,0,5,1,6.0,5,2,1,3.0,0.0,0,4,1,False
518,0,0,1,0,0,1,1,2,3,11,0.59,0,79,1,1,0,2,10.9230769230769,1,1,1,0.666666666666667,1.0,0,2,3,False
519,0,0,1,1,0,8,3,0,0,6,2.8,0,100,1,1,4,1,1.0,0,1,1,0.0,1.0,0,1,0,False
520,0,0,1,2,0,0,6,3,3,7,0.13,0,80,2,0,6,2,3.2,1,2,1,1.58823529411765,1.0,0,1,0,False
521,0,0,1,2,0,7,6,0,2,17,3.24,0,100,1,2,8,1,1.35294117647059,1,1,1,0.0,0.0,0,3,1,False
522,0,2,2,4,0,1,16,9,14,19,0.2,0,91,1,12,9,2,4.03333333333333,1,1,1,1.46808510638298,0.5,0,4,3,False
523,0,0,1,0,0,1,1,0,1,2,4.18,0,50,2,0,0,1,3.0,3,2,1,0.0,0.0,0,3,1,False
524,1,3,3,0,0,6,1,1,2,0,0.59,0,30,2,0,3,1,6.0,3,1,1,1.71428571428571,1.0,0,5,0,False
525,1,10,2,1,8,2,8,2,3,23,0.48,0,86,2,0,12,2,3.52777777777778,1,1,1,0.577777777777778,0.5,0,4,5,False
526,0,0,1,0,0,2,1,0,0,1,2.86,0,0,1,17,1,2,12.0,12,1,1,0.0,0.0,0,4,0,False
527,0,0,1,0,0,1,3,1,3,19,0.42,0,66,2,0,6,2,2.1,0,1,1,0.583333333333333,0.0,0,6,2,False
528,0,0,2,0,0,1,1,3,2,6,0.67,0,55,2,3,1,1,3.33333333333333,1,1,1,1.0,0.0,0,3,4,False
529,0,0,1,3,1,3,4,1,8,8,0.83,0,71,1,0,3,2,2.77777777777778,1,1,1,1.14285714285714,0.0,0,1,0,True
530,0,1,1,0,0,1,2,0,1,9,0.88,0,33,3,0,4,2,1.8,0,1,1,0.428571428571429,1.0,0,1,0,False
531,1,0,1,0,0,3,3,1,13,28,0.65,0,66,2,2,9,2,3.53333333333333,0,1,1,0.911764705882353,1.0,0,1,0,False
532,1,1,1,0,0,4,1,0,4,10,1.5,0,85,1,6,1,1,2.25,1,1,1,0.428571428571429,0.5,0,1,1,True
533,0,0,1,0,0,2,1,0,1,8,1.73,0,37,2,4,3,1,2.875,1,1,1,0.3,1.0,0,1,0,False
534,2,0,2,4,1,2,2,0,1,2,2.41,0,80,3,0,6,1,4.0,1,2,1,0.428571428571429,0.0,0,1,0,False
535,0,1,1,0,0,1,2,0,1,8,0.98,0,33,3,0,4,2,1.77777777777778,0,1,1,0.25,1.0,0,1,0,False
536,0,1,1,0,0,1,2,0,1,9,0.92,0,33,3,0,4,2,1.8,0,1,1,0.230769230769231,0.5,0,1,1,False
537,0,1,1,1,0,1,2,0,1,8,1.36,0,40,2,0,4,2,2.0,0,1,1,0.25,1.0,0,1,0,False
538,0,1,1,1,0,1,2,0,1,9,1.25,0,40,2,0,4,2,2.3,0,1,1,0.230769230769231,1.0,0,1,0,False
539,0,1,1,0,0,1,2,0,1,9,0.88,0,33,3,0,4,2,1.8,0,1,1,0.230769230769231,1.0,0,1,0,False
540,0,0,1,0,0,3,1,0,0,5,3.5,0,0,1,3,2,2,1.4,1,1,1,0.0,0.5,0,1,1,False
541,1,0,1,0,0,0,3,1,10,18,0.58,0,71,2,1,9,2,2.3,0,0,1,0.333333333333333,1.0,0,1,0,True
542,0,0,2,2,0,2,3,2,4,11,0.48,0,65,3,0,12,1,3.69230769230769,2,1,1,1.0,1.0,0,6,2,False
543,7,0,1,1,1,8,1,1,10,6,1.25,1,82,3,0,3,1,4.21428571428571,0,1,1,0.8125,0.0,0,2,4,False
544,1,1,1,0,0,5,1,0,4,6,1.33,0,53,1,0,3,2,2.5,0,2,1,0.4,0.0,0,2,2,False
545,0,0,1,0,0,24,1,0,0,1,11.5,0,0,1,27,0,1,12.0,12,0,1,0.0,1.0,0,5,1,False
546,0,1,1,0,0,3,1,0,2,4,1.62,0,40,1,0,2,2,2.0,0,0,1,0.428571428571429,0.0,0,2,0,False
547,0,1,1,0,0,0,1,1,0,0,1.07,0,0,2,0,1,1,4.0,4,1,1,0.75,0.0,0,3,0,False
548,5,3,1,0,0,3,2,0,19,5,0.53,1,78,1,0,13,1,26.1538461538462,1,1,1,0.875,1.0,0,5,3,False
549,1,0,1,0,0,1,2,0,2,15,0.56,0,56,2,2,17,2,17.125,1,1,1,0.421052631578947,0.0,0,7,2,False
550,0,1,1,0,0,0,3,1,7,18,0.22,0,70,2,0,9,2,1.6,0,0,1,0.416666666666667,0.0,0,2,2,True
551,0,0,1,0,0,2,2,1,9,19,0.33,1,65,2,0,13,2,4.2,1,1,1,1.21739130434783,0.0,0,2,4,False
552,0,0,1,0,0,1,3,2,5,27,0.41,0,83,2,1,17,2,3.48275862068966,0,0,1,0.727272727272727,0.0,0,3,6,False
553,0,0,1,0,0,1,1,1,1,6,0.71,0,28,2,3,8,1,3.57142857142857,1,1,1,1.22222222222222,0.0,0,5,1,False
554,0,0,1,0,0,0,1,0,0,6,1.29,0,0,2,0,1,1,0.333333333333333,0,1,1,0.0,0.0,0,2,0,False
555,0,0,1,0,0,3,3,0,12,13,0.4,0,53,3,0,13,2,5.38461538461539,1,1,1,0.882352941176471,0.0,0,2,2,True
556,0,0,1,0,0,0,3,3,4,7,0.43,0,44,4,0,8,2,3.3,1,2,1,0.6,0.75,0,1,2,False
557,0,5,1,0,0,2,1,0,7,0,0.83,0,60,1,0,2,1,4.2,3,3,1,0.714285714285714,0.0,0,4,1,False
558,0,0,1,0,0,2,2,1,9,19,0.36,1,70,2,0,11,2,5.95,0,1,1,0.739130434782609,0.0,0,4,4,False
559,0,1,2,0,0,1,1,1,0,0,1.0,0,0,2,0,1,1,3.5,2,1,1,1.5,0.0,0,4,0,False
560,3,1,1,0,0,2,1,3,9,6,0.54,0,72,2,2,7,1,4.07692307692308,1,1,1,1.2,0.0,0,4,4,False
561,0,1,1,0,0,0,4,0,2,8,0.38,0,0,2,1,4,2,1.33333333333333,0,0,1,0.857142857142857,1.0,0,2,1,False
562,0,0,1,0,0,1,1,0,1,6,0.48,0,0,2,0,8,1,2.5,1,1,1,1.375,0.0,0,4,2,False
563,0,0,1,0,1,5,1,1,1,11,1.08,0,83,1,22,7,3,27.75,2,0,1,0.857142857142857,0.0,0,4,2,False
564,0,0,1,0,0,1,1,0,0,3,2.17,0,0,3,0,2,1,2.33333333333333,0,2,1,0.0,0.0,0,4,1,False
565,1,0,1,0,0,0,1,0,2,9,0.28,0,60,1,0,3,2,2.4,0,1,1,1.5,0.0,0,1,1,False
566,0,0,1,0,0,0,2,0,1,6,1.07,0,0,2,0,4,2,1.5,1,1,1,0.333333333333333,0.0,0,1,0,False
567,0,0,3,0,2,4,1,0,5,7,0.45,1,28,2,0,4,1,6.14285714285714,2,2,1,2.66666666666667,0.0,0,2,1,False
568,0,0,2,0,0,2,1,0,3,9,0.54,0,25,2,0,8,1,3.66666666666667,1,1,1,1.90909090909091,0.0,0,6,1,False
569,0,0,1,0,0,3,1,0,1,2,2.71,0,0,2,1,2,1,2.0,2,2,1,0.0,0.0,0,1,0,False
570,0,0,1,0,1,0,1,0,1,13,0.39,0,7,2,0,13,2,2.76923076923077,1,1,1,0.2,0.0,0,4,2,False
571,1,0,3,0,0,5,1,0,3,6,0.67,0,33,2,0,1,1,2.71428571428571,1,2,1,1.55555555555556,0.0,0,1,1,False
572,0,0,2,0,0,2,1,0,3,6,0.78,0,44,2,0,1,1,2.16666666666667,1,2,1,0.75,0.0,0,2,0,False
573,0,0,1,0,0,1,1,0,2,1,2.56,0,0,1,1,0,2,5.0,5,3,1,0.0,0.0,0,3,0,False
574,0,3,1,2,0,3,3,0,0,6,1.78,0,100,1,10,2,2,1.66666666666667,1,1,1,0.384615384615385,0.0,0,4,1,False
575,0,0,1,0,0,8,1,2,1,7,3.55,0,77,1,17,3,1,16.3333333333333,2,1,1,0.636363636363636,0.666666666666667,0,4,3,False
576,0,11,1,0,0,8,1,0,0,0,5.36,0,0,2,2,12,1,2.45454545454545,2,0,1,0.0,0.0,0,5,1,False
577,0,0,1,0,0,3,1,1,1,21,1.68,0,90,1,3,13,2,12.9545454545455,1,0,1,0.125,0.0,0,5,2,False
578,0,0,1,2,5,11,1,0,0,15,8.33,0,86,1,3,4,2,4.73333333333333,1,1,1,0.176470588235294,0.5,0,2,8,False
579,0,0,1,0,0,0,1,0,1,7,0.92,0,0,2,2,0,1,2.28571428571429,1,2,1,0.0,0.0,0,2,1,True
580,2,1,3,0,0,10,2,1,3,1,0.64,2,58,3,0,5,2,6.2,3,1,1,1.75,0.0,0,3,4,False
581,0,0,1,2,0,3,1,0,1,13,2.4,0,84,1,0,1,2,4.92307692307692,1,1,1,0.466666666666667,1.0,0,4,1,False
582,0,0,1,0,0,2,2,1,0,4,2.09,0,0,1,1,3,2,2.0,1,1,1,0.0,1.0,0,2,2,False
583,0,1,1,0,0,7,1,0,0,0,3.56,0,0,2,2,2,1,1.0,1,1,1,0.0,1.0,0,2,1,False
584,0,0,1,11,0,3,1,0,5,14,1.18,0,82,1,0,1,2,5.07142857142857,2,1,1,0.1875,0.5,0,3,4,False
585,0,0,1,0,0,6,1,0,0,1,4.67,0,0,2,2,2,1,1.0,1,1,1,0.0,0.0,0,1,0,False
586,0,0,1,0,0,2,3,0,6,10,0.88,0,37,1,0,1,1,2.3,1,1,1,0.0,0.0,0,1,0,False
587,0,0,1,0,0,0,1,1,1,7,0.6,0,25,3,0,5,1,1.5,0,1,1,0.6,0.0,0,1,0,False
588,5,1,3,0,2,2,2,0,11,8,0.45,0,76,1,0,4,2,3.78571428571429,2,1,1,1.66666666666667,0.0,0,1,1,False
589,8,0,1,0,0,0,3,1,14,15,0.26,0,76,2,0,7,2,3.79166666666667,1,2,1,0.821428571428571,0.0,0,3,1,False
590,0,0,1,0,0,1,2,0,3,17,0.37,0,36,3,0,3,2,2.05882352941176,0,1,1,0.5,0.0,0,5,0,False
591,0,0,2,0,0,1,1,0,4,12,0.37,0,54,3,0,6,1,5.5,1,1,1,1.21428571428571,0.0,0,5,1,False
592,0,0,1,0,0,2,2,0,6,17,0.37,1,54,3,0,3,2,2.29411764705882,0,1,1,0.65,0.0,0,4,2,False
593,2,0,1,0,0,0,3,1,3,17,0.19,1,40,3,0,4,2,2.85,1,1,1,1.125,0.0,0,4,1,True
594,0,0,1,0,0,1,1,1,0,3,1.5,0,0,2,6,5,1,5.75,3,1,1,0.0,0.0,0,4,0,False
595,0,5,1,0,0,3,1,0,0,0,4.11,0,0,0,7,0,0,19.2,16,1,1,0.0,0.0,0,3,0,False
596,0,0,1,0,0,0,1,2,8,5,0.31,0,62,2,1,4,1,4.14285714285714,2,1,1,0.555555555555556,0.0,0,4,0,False
597,0,0,1,0,0,0,1,0,1,9,0.57,0,0,3,1,5,1,4.88888888888889,1,1,1,0.363636363636364,0.0,0,6,0,False
598,0,0,1,0,0,1,1,0,7,7,0.27,2,61,1,1,10,2,3.57142857142857,1,1,1,0.666666666666667,0.0,0,3,3,False
599,0,0,2,0,0,0,1,0,6,8,0.32,0,58,1,0,3,2,2.125,1,1,1,0.7,0.0,0,1,0,True
600,0,0,1,0,0,0,2,1,6,14,0.28,1,70,2,1,11,2,9.8,0,1,1,0.388888888888889,1.0,0,3,4,False
601,0,1,2,1,0,5,1,1,10,7,0.55,0,56,2,0,7,1,6.33333333333333,1,1,1,1.54545454545455,0.0,0,3,4,False
602,0,1,2,0,0,1,1,0,3,4,0.92,0,53,2,1,4,1,3.0,1,1,1,1.0,1.0,0,3,0,False
603,0,0,1,0,0,1,1,0,3,3,1.53,0,44,1,1,1,2,5.0,1,1,1,0.0,1.0,0,3,1,False
604,0,0,1,0,0,3,1,0,1,3,1.23,0,66,3,0,8,1,4.0,3,3,1,1.4,1.0,0,3,0,False
605,0,1,1,0,0,6,1,0,1,0,4.12,0,0,2,0,2,1,7.0,7,3,1,0.0,0.0,0,2,0,False
606,0,6,1,0,0,1,1,0,0,0,3.82,0,0,2,12,4,1,5.66666666666667,1,0,1,0.0,0.0,0,4,0,False
607,0,0,1,0,0,0,1,1,1,3,1.0,0,50,3,0,5,1,3.5,1,2,1,0.666666666666667,0.0,0,5,1,False
608,0,0,3,2,1,5,1,1,6,5,0.53,1,62,3,0,2,1,3.66666666666667,0,1,1,2.25,0.0,0,3,3,False
609,0,0,1,0,0,0,1,0,0,1,3.33,0,0,2,0,0,1,6.0,6,1,1,0.0,0.0,0,1,0,False
610,2,0,1,1,0,2,1,2,5,10,0.47,0,65,2,4,0,1,3.85714285714286,0,0,1,1.0,0.0,0,3,2,False
611,1,0,1,1,0,4,1,1,3,7,0.9,0,63,2,1,0,1,2.77777777777778,0,0,1,1.18181818181818,0.0,0,2,2,False
612,0,0,1,0,1,4,1,0,1,17,1.39,0,76,1,6,5,1,12.5882352941176,1,0,1,0.526315789473684,0.0,0,5,1,True
613,2,1,1,6,9,2,4,4,11,35,0.42,0,89,3,2,10,1,4.0,0,0,1,0.765957446808511,1.0,0,7,2,True
614,0,0,1,0,0,5,1,0,1,15,1.12,0,86,1,11,0,2,16.1333333333333,4,0,1,0.705882352941177,0.0,0,3,1,False
615,0,0,1,1,0,3,1,0,1,16,0.82,0,93,1,4,1,1,9.4375,1,0,1,0.666666666666667,1.0,0,3,1,False
616,0,0,1,2,0,4,2,1,3,6,1.21,0,75,1,9,2,1,4.85714285714286,1,0,1,1.1,0.666666666666667,0,5,1,True
617,0,0,1,0,0,5,1,0,1,4,4.0,0,50,1,6,1,1,4.0,3,0,1,0.0,1.0,0,2,0,True
618,0,0,1,0,0,0,1,0,0,1,3.29,0,0,2,0,0,1,4.0,4,1,1,0.0,0.0,0,1,0,False
619,0,0,1,0,0,0,1,0,0,1,3.0,0,0,2,0,0,1,3.0,3,1,1,0.0,1.0,0,1,0,False
620,0,0,1,0,1,0,1,0,0,1,0.33,15,0,1,0,6,1,2.0,2,14,480,2.0,1.0,0,1,0,True
621,1,0,1,0,2,0,1,0,0,1,0.49,5,0,1,0,0,1,2.0,2,2,1,2.25,0.5,0,1,0,True
622,1,0,1,0,0,0,3,0,10,17,0.23,0,55,3,0,3,1,2.88888888888889,0,0,1,0.363636363636364,1.0,0,1,3,False
623,1,2,1,1,0,4,2,0,6,10,0.66,1,58,2,0,2,1,3.30769230769231,0,1,1,1.8125,1.0,0,2,0,True
624,0,0,1,2,1,0,2,0,0,7,0.96,0,66,2,0,2,1,0.571428571428571,0,0,1,0.0,0.0,0,1,1,False
625,1,0,1,1,0,3,1,1,2,15,0.61,0,70,2,2,8,2,15.4705882352941,2,1,1,0.736842105263158,1.0,0,4,5,True
626,0,11,1,1,0,0,1,0,5,0,0.55,0,81,1,1,1,2,2.81818181818182,1,1,1,0.230769230769231,1.0,0,5,0,False
627,1,1,1,1,0,0,1,0,7,6,0.37,0,53,2,1,2,2,4.625,1,0,1,1.0,1.0,0,4,1,True
628,2,1,1,1,0,0,1,0,6,10,0.3,0,62,2,1,1,1,5.76923076923077,2,1,1,0.866666666666667,1.0,0,2,3,False
629,0,2,1,0,0,2,2,0,3,9,1.12,0,33,2,0,2,1,2.18181818181818,0,1,1,0.857142857142857,0.5,0,2,1,True
630,0,0,1,0,0,0,2,0,3,7,0.69,0,9,2,0,2,1,2.0,1,1,1,0.3,1.0,0,2,0,False
631,1,0,1,0,0,0,2,0,5,8,0.55,0,50,2,0,2,1,2.66666666666667,1,1,1,0.666666666666667,1.0,0,1,0,True
632,5,0,1,1,0,3,1,0,3,8,0.51,0,50,1,0,3,1,7.30769230769231,3,1,1,1.25,1.0,0,4,2,False
633,1,0,1,8,0,1,1,0,0,0,2.58,0,100,1,0,0,1,0.0,0,1,1,0.0,1.0,0,2,2,False
634,2,0,1,1,0,1,1,2,1,1,0.88,0,50,1,6,0,2,3.6,0,1,1,0.571428571428571,0.0,0,2,1,False
635,2,0,1,0,0,4,1,2,3,8,0.75,0,50,1,16,0,1,12.0833333333333,3,1,1,0.785714285714286,1.0,0,3,4,False
636,4,3,1,0,0,2,2,0,6,12,0.61,0,51,1,0,2,1,3.31578947368421,1,1,1,0.5,0.0,0,1,0,False
637,0,0,2,0,6,5,1,0,0,6,1.05,0,0,1,0,0,1,2.83333333333333,2,2,2,1.0,0.0,0,1,0,False
638,1,0,2,0,1,4,1,0,0,1,1.81,0,0,1,0,0,1,2.0,0,1,1,1.5,0.0,0,3,0,False
639,0,0,1,0,1,1,1,0,0,1,2.12,0,0,1,0,0,1,19.0,19,2,2,1.0,0.0,0,3,0,False
